"X...ID";"ClassNr";"DateSW16";"DateEW16";"DateRW16";"ComplW16";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"CnstCD";"StateW16";"NAccID";"NAccAD";"NAccSD";"WebD";"MailD";"CheckD";"ErrorD";"UseablD";"TypeD1";"TypeD2";"TypeD3";"TypeOD1";"TypeOD2";"TypeOD3";"StateW1";"StateW2";"StateW3";"StateW4";"StateW5";"StateW6";"StateW7";"StateW8";"StateW9";"StateW10";"StateW11";"StateW12";"StateW13";"StateW14";"StateW15";"ComplW1";"ComplW2";"ComplW3";"ComplW4";"ComplW5";"ComplW6";"ComplW7";"ComplW8";"ComplW9";"ComplW10";"ComplW11";"ComplW12";"ComplW13";"ComplW14";"ComplW15";"DateRW13";"DateRW14";"BirthM";"BirthY";"BirthD";"ETH02";"ETH04";"AWB01W1";"AWB01W14";"CWB01W1";"CWB01W14";"PAF01W1";"NAF01W1";"PAF02W1";"NAF02W1";"PAF03W1";"NAF03W1";"PAF04W1";"NAF04W1";"PAF05W1";"NAF05W1";"PAF06W1";"NAF06W1";"PAF07W1";"NAF07W1";"SEE01W1";"SEE02W1";"SEE03W1";"SEE04W1";"SEE01W1R";"SEE04W1R";"SEE01W14";"SEE02W14";"SEE03W14";"SEE04W14";"SEE01W14R";"SEE04W14R";"LON01W1";"LON02W1";"LON03W1";"LON04W1";"LON05W1";"LON01W14";"LON02W14";"LON03W14";"LON04W14";"LON05W14";"SRT01W1";"SRT02W1";"SRT03W1";"SRT04W1";"SRT05W1";"SRT06W1";"SRT07W1";"SRT08W1";"SRT09W1";"SRT01W14";"SRT02W14";"SRT03W14";"SRT04W14";"SRT05W14";"SRT06W14";"SRT07W14";"SRT08W14";"SRT09W14";"SRT02W1R";"SRT04W1R";"SRT05W1R";"SRT07W1R";"SRT08W1R";"SRT02W14R";"SRT04W14R";"SRT05W14R";"SRT07W14R";"SRT08W14R";"SCP01W1";"SCP02W1";"SCP03W1";"MPT01W1";"MPT02W1";"MPT01W14";"MPS01W1";"MPS02W1";"MPS03W1";"MPS04W1";"MPS05W1";"INTGDW1";"INTGFW1";"INTGMW1";"SNTGDW1";"SNTGFW1";"SNTGMW1";"WATGDW1";"WATGFW1";"WATGMW1";"YTTGDW1";"YTTGFW1";"YTTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INAL1W1";"INAL2W1";"INAL3W1";"INAL4W1";"INAL5W1";"INC01W1";"INC01W13";"INF01W1";"INF02W1";"INL01W1";"FBI01W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"FQS01W1";"FQS02W1";"FQC01W1";"FQC02W1";"FQC01W1R";"FQC02W1R";"PRU01W1";"PRU02W1";"PRU03W1";"PRU04W1";"PRU05W1";"PRU01W14";"PRU02W14";"PRU03W14";"PRU04W14";"PRU05W14";"PMK01W1";"PMK02W1";"PMK03W1";"PMK04W1";"PMK01W14";"PMK02W14";"PMK03W14";"PMK04W14";"ADS05W1";"ADS06W1";"ADS07W1";"ADS08W1";"ADS05W14";"ADS06W14";"ADS07W14";"ADS08W14";"NCompletedE1";"NCompletedE2"
338;3;NA;NA;NA;NA;8;"Jongen";"14,01503";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";NA;"attrition";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"fully expired";"completed";"fully expired";"completed";"attrition";"attrition";"attrition";"attrition";"attrition";"attrition";"attrition";"attrition";100;100;100;0;100;0;100;0;0;0;0;0;0;0;0;NA;NA;11;2005;"2005-11-15";NA;NA;7;1111;8;1111;4;1;5;1;4;2;5;1;4;1;4;2;5;3;1;4;4;1;5;5;1111;1111;1111;1111;1111;1111;1;1;1;1;1;1111;1111;1111;1111;1111;3;1;4;1;3;4;1;1;4;1111;1111;1111;1111;1111;1111;1111;1111;1111;5;5;3;5;5;1111;1111;1111;1111;1111;6;6;6;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"1111";2;1;1;1;1;"6 keer  per week";3;30;"7 keer  per week";"3,0";"10,0";"7 keer  per week";10;20;"7 keer  per week";10;60;"5 dagen";"Nooit";"2 dagen";"1 dag";1;0;2;1;"INAL5W1";8888;0;8888;8888;1;"1";"1111";"150,000";4;8888;"Ik heb niet gekeken of ik reacties had";8;8888;4;1;5;5;4;1;1;5;5;"Nee";"Ja";"Ja";"Ja";"Ja";"9999";"9999";"9999";"9999";"1111";4;4;3;5;1111;1111;1111;1111;1;1;1;1;1111;1111;1111;1111;95;NA
70;19;"2020/06/24 13:05:15";"2020/06/24 13:09:10";"2020/06/24 13:09:11";100;8;"Meisje";"13,51961";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;"2020/05/08 11:07:26";"2020/05/19 18:40:03";5;2006;"2006-05-15";NA;NA;5;6;6;9;3;2;4;4;3;5;3;2;4;2;3;2;4;3;1;4;4;1;5;5;1;4;4;2;5;4;2;1;1;1;1;2;2;2;3;1;4;1;3;4;2;4;1;2;5;5;1;4;1;3;5;1;2;5;5;2;4;5;4;5;5;3;5;4;3;3;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";2;1;1;3;1;"7 keer  per week";3;60;"3 keer  per week";"2,0";"10,0";"7 keer  per week";5;30;"3 keer  per week";1;60;"7 dagen";"1 dag";"Nooit";"Nooit";4;1;0;0;"INAL5W1";8888;8888;0;0;1;"1";"1";"130,000";1;60;"6";6;6;2;2;5;4;4;3;1;3;5;"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";"Ja";"Ja";"Ja";"Ja";5;5;5;5;3;3;2;1;1;1;1;1;1;1;1;1;65;63
14;2;"2020/06/23 11:14:29";"2020/06/23 11:18:17";"2020/06/23 11:18:17";100;8;"Meisje";"13,76340";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 17:39:21";"2020/05/19 12:56:47";2;2006;"2006-02-15";NA;NA;4;7;8;9;1;2;2;3;4;5;3;3;5;2;2;1;3;3;3;3;3;2;3;4;1;4;3;1;5;5;1;1;1;1;1;2;1;1;1;1;5;2;5;2;3;4;2;1;4;5;1;5;1;2;4;1;1;3;4;4;3;4;5;5;5;4;5;5;5;4;6;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;1;2;2;1;"7 keer  per week";4;60;"7 keer  per week";"2,0";"10,0";"7 keer  per week";2;15;"7 keer  per week";3;60;"7 dagen";"1 dag";"Nooit";"Nooit";3;1;0;0;"INAL3W1,INAL4W1";8888;8888;1;1;0;"2";"1";"700,000";2;300;"Ik heb niet gekeken of ik reacties had";8;8888;5;2;14;5;4;4;1;2;5;"Nee";"Ja";"Ja";"Nee";"Nee";"Nee";"Ja";"Nee";"Nee";"Ja";5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;103;47
199;4;"2020/06/23 16:46:17";"2020/06/23 16:50:44";"2020/06/23 16:50:46";100;8;"Meisje";"13,76350";"Nederland";"Nederlander";"Havo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/07 16:05:05";"2020/05/19 13:38:06";2;2006;"2006-02-15";NA;NA;5;7;4;1;3;2;3;1;4;3;4;1;4;2;4;1;4;3;1;5;4;1;5;5;2;5;5;1;4;5;2;1;1;2;1;3;5;5;3;2;2;2;4;3;3;4;2;1;5;4;4;4;4;3;5;3;3;5;4;3;3;4;5;2;2;3;3;3;4;2;4;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";5;2;2;3;2;"7 keer  per week";5;50;"7 keer  per week";"2,0";"5,0";"7 keer  per week";6;20;"6 keer  per week";2;40;"7 dagen";"1 dag";"Nooit";"Nooit";5;1;0;0;"INAL3W1,INAL4W1";8888;8888;1;1;0;"1";"3";"480,000";4;180;"7";7;2;6;2;10;5;4;2;1;4;5;"Nee";"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Ja";"Nee";"Nee";3;3;2;3;3;3;4;3;3;3;3;3;2;3;1;1;117;89
253;22;"2020/06/23 11:16:47";"2020/06/23 11:23:06";"2020/06/23 11:23:07";100;8;"Meisje";"13,52000";"Nederland";"Nederlander";"Havo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;"2020/05/07 19:16:18";"2020/05/19 21:36:23";5;2006;"2006-05-15";NA;NA;5;4;6;6;3;3;2;1;3;2;4;2;4;2;2;2;3;3;1;1;3;2;5;4;1;5;4;1;5;5;1;1;1;2;1;1;1;1;1;1;3;1;1;1;3;1;1;1;1;5;1;5;1;1;5;1;1;3;5;5;3;5;5;5;5;5;5;5;2;1;1;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;2;2;3;1;"7 keer  per week";5;10;"7 keer  per week";"6,0";"3,0";"7 keer  per week";8;5;"6 keer  per week";1;20;"7 dagen";"1 dag";"1 dag";"1 dag";11;1;1;2;NA;8888;8888;8888;8888;8888;"1";"1";"500,000";1;200;"Ik heb wel  gekeken of ik reacties had, maar niet gekregen";9;4;2;1;6;3;4;1;1;5;5;"Nee";"Ja";"Nee";"Nee";"Nee";"Nee";"Ja";"Nee";"Nee";"Nee";2;2;2;2;2;1;1;1;4;4;4;4;1;1;1;1;114;69
204;29;"2020/06/24 12:07:28";"2020/06/24 12:12:10";"2020/06/24 12:12:11";100;8;"Jongen";"13,26818";"Nederland";"Nederlander";"Vmbo";"Ja, ik wil doorgaan";"completed";1;0;0;"Via de Instagram app";"Nee, ik heb de mail nog niet ontvangen";"Ja";NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"fully expired";"fully expired";"fully expired";"completed";"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"fully expired";100;100;100;0;0;0;100;100;100;100;100;0;100;55;0;"2020/05/12 15:42:20";"2020/06/04 20:25:47";8;2006;"2006-08-15";NA;NA;7;7;8;1;4;1;4;3;4;2;4;1;4;2;4;1;5;2;1;4;5;2;5;4;2;4;4;1;4;5;2;1;5;2;4;2;4;4;4;2;4;2;3;4;2;4;2;2;5;4;2;3;1;2;4;2;3;3;4;2;4;4;4;4;5;4;4;3;3;4;2;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;1;2;3;2;"7 keer  per week";3;10;"7 keer  per week";"3,0";"15,0";"7 keer  per week";6;5;"7 keer  per week";3;60;"7 dagen";"Nooit";"3 dagen";"3 dagen";3;0;2;1;"INAL2W1";8888;1;8888;8888;0;"1";"1";"222,000";1;70;"7";7;7;6;5;12;5;4;2;2;4;4;"Nee";"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";"Ja";"Ja";"Ja";4;5;4;4;5;5;4;5;4;4;4;4;3;3;2;2;91;45
345;16;"2020/06/23 11:22:59";"2020/06/23 11:24:14";"2020/06/23 11:24:15";100;8;"Jongen";"13,18348";"Nederland";"Nederlander";"Vmbo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/07 16:07:03";"2020/05/20 18:57:16";9;2006;"2006-09-15";NA;NA;7;6;10;8;3;2;4;4;5;3;4;1;5;2;5;4;5;4;1;5;4;2;5;4;1;5;1;1;5;5;2;4;3;1;1;1;1;1;1;1;2;3;4;4;5;3;5;5;4;3;2;4;2;5;5;2;4;5;3;2;1;1;1;4;4;1;4;2;2;1;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;2;5;2;1;"7 keer  per week";3;2;"3 keer  per week";"1,0";"0,5";"7 keer  per week";6;1;"7 keer  per week";2;6;"Nooit";"1 dag";"7 dagen";"2 dagen";0;0;1;2;"INAL1W1";1;8888;8888;8888;0;"1";"2";"406,000";2;130;"6";6;4;4;1;3;5;4;3;2;3;4;"Ja";"Ja";"Ja";"Nee";"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";3;2;2;2;4;4;4;2;4;4;4;4;2;2;2;5;93;87
133;19;"2020/06/24 12:08:35";"2020/06/24 12:12:00";"2020/07/08 12:12:53";59;8;"Jongen";"14,35179";"Nederland";"Nederlander";"Vmbo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;64;100;"2020/05/05 15:31:14";"2020/06/02 17:52:23";7;2005;"2005-07-15";NA;NA;6;4;8;7;3;1;4;3;2;5;4;1;5;1;3;1;5;3;1;4;4;1;5;5;3;4;3;1;3;5;1;1;1;1;1;2;2;4;3;3;2;4;2;1;1;1;4;3;4;3;4;1;2;1;5;1;5;4;2;5;5;2;3;2;4;5;5;1;1;1;5;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;2;1;1;3;"7 keer  per week";3;15;"Nooit";"0,0";"0,0";"7 keer  per week";10;30;"7 keer  per week";6;120;"Nooit";"Nooit";"7 dagen";"Nooit";0;0;10;0;"INAL1W1";1;0;8888;0;0;"1";"1";"20,000";1;8888;"8888";8888;8888;8888;8888;10;4;1;3;1;3;5;"Nee";"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";"Ja";"Ja";"Nee";1;1;1;1;3;2;2;1;1;1;1;1;2;2;2;2;73;18
86;2;"2020/06/25 14:10:15";"2020/06/25 15:02:40";"2020/06/25 15:02:41";100;8;"Meisje";"15,76476";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/07 15:45:17";"2020/05/21 13:05:08";2;2004;"2004-02-15";NA;NA;6;7;10;7;4;1;4;1;3;3;4;1;5;1;3;2;4;3;1;5;5;1;5;5;1;4;4;1;5;5;1;4;5;1;4;2;1;1;2;1;4;4;3;1;1;4;4;3;2;3;4;3;2;1;3;4;3;3;2;5;5;2;3;2;4;5;2;3;5;1;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;1;3;3;1;"7 keer  per week";6;50;"Nooit";"0,0";"0,0";"7 keer  per week";8;20;"5 keer  per week";2;40;"7 dagen";"Nooit";"2 dagen";"1 dag";6;0;4;2;"INAL5W1";8888;0;8888;8888;1;"1";"1";"100,000";2;8888;"Ik heb niet gekeken of ik reacties had";8;8888;2;3;5;4;3;2;1;4;5;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";3;2;2;3;4;4;4;2;1;1;1;1;1;3;1;1;83;32
71;4;"2020/07/03 12:29:52";"2020/07/03 12:31:26";"2020/07/08 14:45:53";58;8;"Jongen";"13,35280";"Nederland";"Nederlander";"Havo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;"2020/05/05 15:34:30";"2020/05/19 16:41:58";7;2006;"2006-07-15";NA;NA;5;6;9;7;2;1;4;3;4;4;5;1;4;1;4;3;5;3;1;4;5;1;5;5;1;5;5;1;5;5;1;1;1;1;1;1;1;1;3;1;3;1;5;3;3;3;3;2;1;3;4;4;3;3;1;3;4;2;5;3;3;3;4;2;3;3;3;2;3;3;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;1;4;4;1;"7 keer  per week";5;15;"7 keer  per week";"3,0";"5,0";"7 keer  per week";7;15;"7 keer  per week";2;45;"7 dagen";"1 dag";"1 dag";"1 dag";5;1;1;1;NA;8888;8888;8888;8888;8888;"1";"1";"650,000";3;250;"Ik heb niet gekeken of ik reacties had";8;8888;5;2;5;5;2;2;2;4;4;"Ja";"Ja";"Ja";"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Nee";1;1;1;2;3;4;3;1;1;2;1;1;1;4;1;1;53;95
256;27;"2020/06/24 12:12:30";"2020/06/24 13:04:20";"2020/07/08 13:04:22";92;8;"Meisje";"13,18317";"Nederland";"Nederlander";"Havo";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";"Nee, ik heb de mail nog niet ontvangen";"Nee";NA;"Fully Useable";"Account om informatie alleen met een kleine groep goede vrienden te delen";NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 19:29:02";"2020/05/19 14:00:40";9;2006;"2006-09-15";NA;NA;7;6;10;9;4;2;3;3;4;3;4;1;4;1;4;1;4;1;1;4;4;1;5;5;2;3;3;2;4;4;1;1;5;1;1;1;1;1;1;1;3;3;3;3;3;4;4;2;3;2;1;3;2;2;4;2;1;2;3;3;3;2;4;5;4;4;4;5;4;4;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;2;1;2;1;"7 keer  per week";2;30;"7 keer  per week";"2,0";"20,0";"7 keer  per week";7;40;"7 keer  per week";3;90;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1,INAL3W1,INAL4W1";8888;1;1;1;0;"2";"2";"240,000";4;75;"8888";8888;8888;3;3;3;5;3;2;1;4;5;"Nee";"Nee";"Ja";"Ja";"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";3;2;2;2;3;3;3;3;1;1;1;1;1;1;1;1;105;105
202;13;"2020/06/23 11:35:52";"2020/06/23 12:42:13";"2020/07/07 12:42:18";59;8;"Jongen";"14,35237";"Nederland";"Nederlander";"Vmbo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;"2020/05/05 15:15:53";"2020/05/19 19:14:07";7;2005;"2005-07-15";NA;NA;5;6;7;8;4;2;3;2;4;2;4;2;4;2;4;2;4;3;1;4;4;1;5;5;2;4;4;1;4;5;1;1;1;1;1;1;1;5;1;4;4;3;3;2;3;3;2;2;3;3;3;2;2;3;4;3;3;3;3;4;3;4;4;3;4;3;3;3;5;4;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;1;3;3;2;"7 keer  per week";7;15;"7 keer  per week";"12,0";"15,0";"7 keer  per week";10;10;"7 keer  per week";2;60;"7 dagen";"Nooit";"Nooit";"1 dag";3;0;0;1;"INAL2W1";8888;1;0;8888;0;"1";"1";"450,000";4;150;"Ik heb niet gekeken of ik reacties had";8;8888;5;3;30;4;3;3;2;3;4;"Nee";"Ja";"Nee";"Nee";"Nee";"Ja";"Ja";"Ja";"Ja";"Ja";3;4;2;2;2;2;2;2;2;2;2;2;3;3;2;2;105;62
285;9;"2020/06/23 11:13:51";"2020/06/23 11:18:46";"2020/06/23 11:18:47";100;8;"Meisje";"13,84873";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 15:56:19";"2020/05/19 20:28:09";1;2006;"2006-01-15";NA;NA;6;6;6;9;3;2;3;1;4;3;5;1;5;1;5;2;5;2;1;4;4;1;5;5;2;4;4;1;4;5;1;4;4;1;1;2;2;4;1;2;3;2;3;2;3;3;2;2;3;4;2;3;2;2;2;1;3;3;4;4;3;4;4;4;4;4;5;3;4;4;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;4;1;3;2;"7 keer  per week";4;30;"7 keer  per week";"2,0";"15,0";"7 keer  per week";6;30;"6 keer  per week";2;30;"7 dagen";"2 dagen";"Nooit";"1 dag";2;1;0;2;"INAL5W1";8888;8888;0;8888;1;"1";"1";"341,000";4;155;"7";7;3;7;3;5;4;3;2;1;4;5;"Nee";"Ja";"Ja";"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Ja";4;4;2;2;4;4;4;3;3;2;2;3;2;2;2;2;67;27
109;7;NA;NA;NA;NA;9;"Meisje";"14,85008";"Anders";"Nederlander";"Havo";NA;"attrition";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"attrition";"attrition";"attrition";100;100;100;0;100;100;100;100;100;100;100;100;0;0;0;NA;NA;1;2005;"2005-01-15";"Griekenland";NA;4;1111;7;1111;1;4;4;2;3;4;4;3;4;3;2;2;4;4;3;2;2;2;3;4;1111;1111;1111;1111;1111;1111;1;2;2;3;4;1111;1111;1111;1111;1111;4;4;3;4;2;3;5;4;3;1111;1111;1111;1111;1111;1111;1111;1111;1111;2;2;4;1;2;1111;1111;1111;1111;1111;6;4;6;"Ja, ik heb een iPhone";NA;"1111";4;4;5;2;2;"7 keer  per week";5;60;"7 keer  per week";"6,0";"120,0";"7 keer  per week";2;50;"2 keer  per week";1;90;"7 dagen";"3 dagen";"5 dagen";"6 dagen";2;1;2;3;NA;8888;8888;8888;8888;8888;"3 of meer";"1111";"1220,000";4;500;"7";7;7;7;5;15;4;3;2;2;4;4;"Nee";"Ja";"Nee";"Nee";"Nee";"9999";"9999";"9999";"9999";"1111";1;1;2;1;1111;1111;1111;1111;1;1;1;1;1111;1111;1111;1111;72;NA
327;30;"2020/06/23 11:14:49";"2020/06/23 11:18:02";"2020/06/23 11:18:02";100;9;"Meisje";"15,01721";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 15:21:30";"2020/05/19 13:10:02";11;2004;"2004-11-15";NA;NA;5;5;4;4;3;1;4;2;4;4;3;3;3;2;3;1;2;3;2;4;3;1;4;5;1;5;4;2;5;4;1;2;1;1;1;3;2;3;2;1;2;4;2;4;2;4;2;2;3;3;2;3;2;2;4;2;1;4;2;2;4;4;4;4;4;4;4;5;3;2;2;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;1;1;3;1;"7 keer  per week";3;25;"7 keer  per week";"10,0";"180,0";"7 keer  per week";10;30;"7 keer  per week";3;120;"7 dagen";"1 dag";"1 dag";"2 dagen";4;0;1;5;NA;8888;8888;8888;8888;8888;"2";"2";"500,000";2;100;"5";5;5;3;2;3;4;5;2;1;4;5;"Nee";"Ja";"Ja";"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Ja";4;4;3;3;5;5;5;4;2;2;1;1;1;2;2;1;124;115
80;17;NA;NA;NA;NA;8;"Jongen";"13,93593";"Nederland";"Nederlander";"Vmbo";NA;"attrition";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"fully expired";"fully expired";"fully expired";"completed";"fully expired";"completed";"attrition";"attrition";"attrition";"attrition";"attrition";"attrition";100;100;100;0;0;0;100;0;100;0;0;0;0;0;0;NA;NA;12;2005;"2005-12-15";NA;NA;6;1111;8;1111;4;2;4;2;3;1;4;1;4;2;3;3;4;3;1;4;4;2;5;4;1111;1111;1111;1111;1111;1111;1;1;1;2;2;1111;1111;1111;1111;1111;3;2;4;2;2;3;2;3;3;1111;1111;1111;1111;1111;1111;1111;1111;1111;4;4;4;4;3;1111;1111;1111;1111;1111;3;4;2;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"1111";3;1;3;2;3;"7 keer  per week";5;30;"Nooit";"0,0";"0,0";"6 keer  per week";3;45;"7 keer  per week";7;120;"7 dagen";"1 dag";"6 dagen";"6 dagen";4;1;6;6;NA;8888;8888;8888;8888;8888;"1";"1111";"400,000";3;200;"5";5;6;5;5;3;4;3;2;2;4;4;"Ja";"Ja";"Ja";"Nee";"Nee";"9999";"9999";"9999";"9999";"1111";3;2;3;2;1111;1111;1111;1111;2;2;2;2;1111;1111;1111;1111;92;NA
